0.3815	2.9158
0.7572	3.5012
1.1884	3.4742
1.6589	3.8191
2.0675	4.2900
2.3100	5.1435
2.3675	5.1228
2.4714	5.3694
4.3650	6.2918
4.3966	6.2994
5.3131	6.8768
6.7886	8.7848
7.6587	9.4102
8.7200	10.5491
8.7319	10.5705
9.2575	11.3349
9.3982	11.2706
10.0694	11.7362
10.7053	12.5990
12.0218	13.9525
12.2388	14.1170
13.7867	15.8052
13.8394	15.8910
14.4821	16.2570
14.8989	16.4560
15.4659	17.0162
16.6022	18.1088
17.8434	19.5011
17.9018	19.6363
18.7630	20.4997
19.3708	21.1195
19.7968	21.7605
20.0052	21.6625
21.9355	23.5673
23.8180	25.6460
25.5283	27.3858
25.8203	28.0217
26.1876	28.9239
26.5549	29.1150
27.5818	29.5997
27.6504	29.8756
27.7855	30.0121
28.0917	30.1409
28.4406	30.5734
28.6977	30.9963
28.8237	31.1464
29.0906	31.2581
29.1176	31.3332
30.8907	32.5379
30.9705	32.8457
32.4227	34.4559
33.1306	35.4964
33.2457	35.4509
33.5735	35.7203
34.6007	36.5978
35.0578	36.7727
36.5603	38.1752
37.1921	38.8594
37.4092	39.2049
37.8785	39.3776
39.9494	41.4277
41.8195	43.4475
43.6407	45.3035
43.7985	45.6362
45.3565	47.0040
46.0587	47.6324
48.1009	49.9578
48.4447	50.2111
50.0604	51.6476
50.2915	52.2294
50.5614	52.2784
53.2537	54.7500
53.4143	55.1065
53.8032	55.3181
54.4874	56.6106
54.7313	56.6503
56.0242	57.5247
56.4471	58.0352
56.8814	58.5545
57.6457	59.4278
58.0884	59.5897
58.3456	60.2824
58.4360	60.8937
59.1926	61.9204
60.2976	62.6419
60.6726	62.7582
60.8215	63.0358
60.8593	62.9828
62.7700	64.1724
63.0725	65.0392
63.1241	65.3076
63.1494	65.4606
63.2676	65.3739
64.3448	66.1557
65.3157	66.8022
66.1051	68.1338
66.1558	68.1342
67.2062	68.7021
67.3601	68.9267
68.1095	69.7315
69.7507	71.5898
70.3782	71.9301
71.2960	72.9710
71.9257	73.5795
72.0771	73.5444
73.2154	75.5697
75.3071	76.7739
75.9160	77.4984
76.3654	78.0966
77.2764	79.2951
77.5084	79.5455
79.1182	81.1057
79.3285	81.3416
79.4163	81.6201
79.5519	81.7832
80.3248	82.1595
80.9028	82.7692
82.5136	84.4017
83.3663	86.1469
83.3690	86.2034
83.6717	86.2211
83.8143	86.2856
84.1854	86.3636
84.8345	86.6123
85.9150	88.2460
85.9268	88.2976
86.0891	88.5973
86.2495	88.9417
86.2740	89.1552
86.4676	89.4429
86.4792	89.3989
86.7852	89.7003
87.1161	89.7706
89.1697	91.0197
89.2071	90.9895
89.2766	91.2159
89.9168	91.8584
90.2360	91.9052
91.4064	93.5226
91.8138	94.2116
92.1007	94.2626
92.8612	95.0757
93.3726	95.4870
95.5391	97.0215
95.8971	97.3862
96.0980	97.5184
97.0482	98.7048
97.2212	99.0759
97.3315	99.0705
99.3034	100.9046
99.5351	101.2490
101.2320	103.1245
101.3816	103.3499
103.3430	105.1746
103.5817	105.5958
104.1867	105.9695
104.6617	106.4668
105.8072	107.2997
106.1039	107.9058
106.1912	108.4143
106.5169	109.4145
106.6766	109.6880
106.8874	110.0838
106.9324	109.9579
108.0541	110.5229
109.3574	111.0089
109.4967	111.2281
110.0219	111.6732
110.1820	111.8662
110.8116	112.5623
110.8270	112.6006
112.2054	113.6944
112.5481	114.3912
112.6777	114.5781
113.1844	115.2404
113.3857	115.4888
113.4199	115.5231
115.1395	116.7675
115.6735	117.1754
116.0895	118.9408
116.1192	119.2500
116.3938	119.8688
116.6944	120.4213
117.2886	120.7433
118.2478	121.1776
118.3756	121.3174
119.0721	121.6930
120.0421	121.9481
120.8321	122.3102
121.3481	123.0599
